,id,count,hate_speech,offensive_language,neither,class,tweet
18609,19020,3,0,3,0,1,"RT @babyyhogg: Ayy fag , you still having your party tonight ?! @weidie1211 &#127867;&#127867;&#128540;"
5683,5844,3,0,3,0,1,@calumlove1997 might havti give you a visit. This cunt isn't going to have a family when im done.
23876,24373,3,1,2,0,1,"gotta tip for the monogamous niggas, yo bitch fuckin' anonymous nigga."
6959,7155,3,0,3,0,1,@samistonge some fucking bitches &#128514;&#128514;
23205,23689,3,0,3,0,1,Yo. ... this bitch in Macy's tried to run out the store with a gaggle of clothes and got caught
16461,16838,3,0,3,0,1,RT @MikeHeadlyy: I haven't had sex in forever ... A bitch could send me a &#128536; emoji and I'd catch my nut
20236,20681,3,1,2,0,1,RT @trrvvv: Some these bitches got birkins and don't even have cars on the island.. Let alone furniture
11006,11289,3,0,3,0,1,I used to think that bitch was bad ... But not no moe !
8330,8560,3,0,3,0,1,Can you imagine Tryn yo hardest to stop a bitch frm slutin and still comin up unsuccessful
21943,22410,3,0,3,0,1,"This bitch asked why pants sagg , cuz dey tryna hold my bandz up &#128184;&#128184;&#128184;"
1002,1024,3,0,3,0,1,&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514; RT @PushupSensei: McNair had brisket sizzlin on the grill when his side hoe laid the Uzi game down
4885,5026,3,0,3,0,1,@That1guyJeff that just happened to be the year WE lost a one game playoff to them bitches from the bitch ass twin bitches. Lucky for you.
6148,6325,6,0,5,1,1,@idclogan bad ass bitch!
18951,19370,4,0,4,0,1,RT @eemoneee: I wish a bitch would tell me something that I don't know about MY nigga. girlboo
21874,22341,3,0,3,0,1,They make sure they have these reality shows lined up for you hoes.They won't leave you high and dry.
20153,20598,3,0,3,0,1,RT @thecoreyholcomb: The WNBA superstars can suck pussy while on top of da world but when they stop playing &amp; da thousands r gone they sett&#8230;
9720,9985,6,1,5,0,1,"He could be right... any hoe they had in the 11wd, niggas from the hood RAN thru em...."
3982,4100,3,1,2,0,1,@MANIAC3X buck beaners &amp; security started pushing him &amp; that jetsgreen faggot around
840,858,3,0,3,0,1,"#inktober #twentysix #gouache #mt snappy pappy and his bitch 3.5x2.5"" good thing sable paintbrushes&#8230; http://t.co/4gYBEI5Mkl"
8395,8628,3,0,3,0,1,Cause you know.. Y'all hoes play entirely too much.
15331,15694,3,0,3,0,1,"RT @Gawker: Congressman's office admits ""Hell yeah Benihana up in this bitch"" tweet was a mistake. http://t.co/LTzwuJC0Vs"
13557,13891,3,0,3,0,1,Oh you one of those stuck up bitches &#128514;
4892,5035,3,0,3,0,1,@ThatBoyAdo fuckin pussy haha
489,497,3,0,3,0,1,"""I went to jail for a flock, &amp; came home wit a strike.. You went to jail as a bitch, came home as a dike""- @YG"
7557,7771,3,1,2,0,1,Alibaba / Jack Ma: Gotta love a guy who beat Meg Whitman's albino ass back to the US. Freakin' commie genius.
24301,24805,6,0,6,0,1,nvm it's all good nothing is wrong with bitches ((:
12328,12640,3,0,2,1,1,"Lean wit it, Rock wit it az niccas. Lol"
5538,5696,3,1,2,0,1,@aschops absolutely agree with that statement. It's just so amusing how angry it makes all these teabagger scumbags. That alone is worth it.
896,915,3,0,3,0,1,"#porn,#android,#iphone,#ipad,#sex,#xxx, | #Lesbian | Lesbian girl eating pussy http://t.co/Ht9szL3b24"
16474,16851,3,0,3,0,1,"RT @MindCertified: If you're a hoe, don't expect princess treatment..."
1166,1192,3,0,3,0,1,&#8220;@CallNeeshCakey: I wanna go to this lil shit tonight...but the way how bitches faces be set up ...I be wantin to slap em when I see them&#8221;&#128553;&#128557;
20426,20872,3,0,3,0,1,RT @yungxprnce: Approach yo bitch like: http://t.co/UHMIME9psw
23985,24482,3,0,3,0,1,i have to be the taller older bitch
18050,18454,3,0,3,0,1,"RT @WhatTheFFacts: There is a company which sells menstrual pads for pet dogs called ""bitch diapers""."
16368,16741,3,0,3,0,1,RT @MannyCovarrubia: It ain't nothing to cut that bitch off&#9986;&#65039;
1005,1027,3,0,3,0,1,&#128514;&#128514;&#128514;RT @LiViBADD88: cheap hair.. cheap dresses.. cheap shoes.. tacky ass little bitches
8771,9015,9,0,9,0,1,Doing her thang for you shoutout that real bitch
10024,10296,3,0,3,0,1,I am not your side bitch no more.
19888,20329,3,0,3,0,1,RT @randypop84: U bitches ain't paying my bills......so FUCK YOU
1677,1712,3,0,3,0,1,&#8220;@_getMEAUXmoney: Nobody cares about KIRK Bosley no&#8221;I care bout my cousin hoe
2382,2431,3,0,3,0,1,"@AidaApple14 imma bitch i know , leave me alone"
11306,11595,3,1,2,0,1,I'm just on this hoe to laugh
10683,10963,3,0,3,0,1,I literally just looked bc this kids a pussy..
8788,9032,3,0,3,0,1,Don't bring dat police ass nicca round me
24373,24878,3,0,3,0,1,pussy put his ass to sleep
18623,19034,3,0,2,1,1,"RT @balvarezzzz: &#8220;@3phonekibagami: @balvarezzzz why you hurt my feelings&#8221; 

Jk 3phone you pull all the hoes wit the nice weaves"
11554,11848,3,0,3,0,1,If my friends don't wanna hangout my automatic response is to call them a bitch. Whoops.
7525,7739,3,0,3,0,1,Ain't no broke bitches standing next to me&#128564;&#128564;
7067,7265,3,1,2,0,1,@sorryimnicki that would be a joint then retard
21197,21657,3,0,3,0,1,Stupid bitch &#128545;
7276,7484,3,0,3,0,1,@wellheeledking bird shit aint no joke
15819,16188,3,0,3,0,1,RT @Jimmy_Santander: These office hoes do not shut the fuck up with their fucking chisme!
17318,17713,3,0,3,0,1,RT @SimplyLucyLu: Welp RT @iDntWearCondoms: The girl of your dreams is a hoe and the guy of your dreams ain't shit. Facts of life
12012,12316,3,0,3,0,1,"Its so many bitches n their friends don't like me ,,, all because of one nigga. A nigga that ""I"" will &amp;&amp; still have ,.. &#128553;&#128525;&#128536;&#128155;&#128153;&#128143;"
23309,23794,6,0,6,0,1,"You girls be 13 talking about ""I hate sleeping alone"" .. Well bitch you better buy a damn teddy bear."
7355,7565,3,0,3,0,1,@yelafox @_saharbabyy because hoes disguise themselves as real women
7670,7887,3,0,3,0,1,Almost done with this bitch ass room ....
14964,15320,9,0,9,0,1,RT @DedePayton: On the low RT @mzlola_bunny: They're really looking for the next bitch to smash
627,637,3,0,3,0,1,"""bitch my vagina is a little more resilient than that"" -@rosestokoe"
5949,6120,3,0,3,0,1,@evanaleks living with my bitches #live #thuglife http://t.co/upL2ZYn5v1
4055,4176,3,0,3,0,1,@Max_Kellerman if it were close than we could bitch but that was going on 10 to zip on scorecards ... Rightful mercy stoppage
4354,4482,3,0,2,1,1,@Oskzilla I'll bitch slap you to the shadow realm!
16549,16929,3,0,3,0,1,RT @Ms_Lynnn_: All the money in the world couldn't get you a real bitch. #priceless
3267,3353,3,0,3,0,1,@GirlThatsVonte shut up bitch
19217,19645,3,0,3,0,1,RT @iamTHATprettyMF: them other bitches aint got nothing on me I can tell by how your still fucking with meeeee
10080,10353,3,0,3,0,1,I bet these bitches trying to set me up &#127911;
15907,16276,3,1,2,0,1,RT @KENYA_letmeKNOW: dont no nigga want a broke bitch &#128544;&#128079;&#128514;&#9996;
5269,5424,3,0,3,0,1,@ZigzagsxKush Katy and clear lake hoes
1691,1726,3,0,3,0,1,&#8220;@aerinblazin: I'm 2 much for these niggas and 3 much for these hoes &#128129;&#8221;
5991,6162,3,0,3,0,1,"@gCan28 @JeremyWGR 

And then everyone bitches anyways. The guy can't win with the fans we have. We would run Revis out of here in his prime"
12505,12817,3,0,3,0,1,Lmao this bitch.
3641,3740,3,0,3,0,1,@JeffBlogwell time to call hoes
10933,11216,3,0,3,0,1,I swear to god I hit 40 licks I'm Lil B and I'm not no bitch when I'm off that dope I rob my bitch !
22502,22977,3,0,3,0,1,Wayne crazy.... New Orleans ass nicca lol
22577,23053,3,1,2,0,1,Westbrook you ball hogging bitch pass it to your fuckin teammates if you want to win
11223,11510,3,0,3,0,1,I'm about to jog higher this stupid bitch ass hoe @mf saab1@t_jawad89 @
7159,7361,3,0,3,0,1,@thereal_2raw @AssGods Brah *falls out* white bitches crazy
13532,13866,3,0,3,0,1,Oh I'm back now 2nd vap don't fuck with this one bitches http://t.co/f0TPxSUPKX
1328,1357,3,0,3,0,1,"&#8220;@Jaime_915: @Thompson_Era @HannahAlisee null bruh they both alive thats hans bitch who died&#8221;

Oh well FBD &#128514;"
21749,22213,3,0,3,0,1,These celebrity niggas be passing these Kardashian hoes around monthly
12804,13122,3,0,3,0,1,Me and my bitch song #IfIHadMe1 http://t.co/Qlt02eLfAf
4113,4235,3,0,3,0,1,@Mike_Stud so is my pussy
19679,20116,3,0,3,0,1,RT @mikcakers: But then again i aint never worried bout no bitch nor nigga !!
7133,7332,3,1,2,0,1,@team_Darrion just like a Velcro headed moon cricket to say fucking jungle bunny
22759,23238,3,1,2,0,1,When you see kids being bad &amp; their parents just standing there &amp; you look @ em like bitch you ain't gon do somethin? http://t.co/1B822azXiQ
14358,14701,3,0,3,0,1,RT @BeyonceHasSTD: This hoe know that not her car lmaooo http://t.co/XppHPXD46P
6921,7116,3,0,3,0,1,@rhythmixx_ @jaymcnuggets ohhhhh you bitch
11374,11666,3,0,3,0,1,I'm serious bruh! She's too pretty I would eat both her pussy &amp; butt &#128557;
7605,7820,6,0,6,0,1,All of my money neat all of my bitches freaky everybody kno it IT AINT A SECRET
3789,3897,3,0,2,1,1,@Kelseyyvirginia im talking about the pucture of the pussy cat you nit twit
21172,21629,3,0,3,0,1,"Stop actin like yu just started wearin ya uggs, bitch I seen you break em out in August"
1746,1781,3,0,3,0,1,"&#8220;@dlogue22: Asians have short beds, my feet are hanging off the edge of the bed &#128514;&#8221; cuddle me bitch I'm right beside you"
20566,21013,3,0,3,0,1,Runnin' so much game I fuck around &amp; lap a bitch..
16801,17186,3,0,3,0,1,"RT @Ohhwhoops: Smack a bitch.

Bitches love hand prints on their ass."
13984,14324,3,1,2,0,1,RT @0_oitsCRUNCH: Def a whiny bitch RT @manddddddd: &#8220;@LawsOfSex: A girl who cries is a girl who cares.&#8221; Or a whiny bitch
14040,14380,3,0,3,0,1,"RT @5200LorA: im pregnant ass bitches , matter fact ima slip down the steps ass bitches"
18993,19415,6,0,6,0,1,RT @fatandfly88: Bitches talking bout dey bout ta chill out on going out you bitches just saying dat cause its getting cold and u bitches d&#8230;
14061,14401,3,0,2,1,1,RT @AC_Hussle: Niggas love cuffing hoes then acting surprised when they turn out to be hoes.
9552,9812,3,0,3,0,1,Got your bitch over here combing my hair for me. http://t.co/K6J3NMRmZW
14351,14694,3,0,3,0,1,RT @BestOfFOD: These 5th grade hoes ain't loyal&#128514;&#128557; http://t.co/vU3xNaLags
17618,18017,3,0,3,0,1,RT @ThatSlutAdrian: @WaldoKillz3 Lol someone fucking yo bitch?
19072,19497,3,0,2,1,1,RT @gullymackNC: Im just ready to get engaged so I can meet the new wave of ain't shit bitches outchea. http://t.co/Upie2WpJ0b
8165,8392,3,0,3,0,1,Boyyyyy if I had a bitch who pussy taste lil mama's spaghetti.... THAT WOULD B 1 HAPPY BITCH!!!&#8230; http://t.co/2Qy0dQokmg
24260,24764,3,1,2,0,1,nigga paybacks a bitch and bitch you been livin in debt with me
3410,3499,3,0,3,0,1,@HuffingtonPost the little cunt can just die for all I care!
5843,6009,3,0,3,0,1,@dequaan_ @Khid_Zay &#128514;&#128514;fucc the extra shit I'm seeing that hoe THIS WEEKEND
2260,2305,3,0,3,0,1,4th and long bitches
14688,15040,3,0,2,1,1,RT @ChippewaSkylark: i love when celeb nudes leak and all the girls with trash bodies try and critique them
9518,9778,3,0,3,0,1,Goofy ass. lmfaoo make a niggah laugh
22174,22643,3,0,2,1,1,Thoughts of her were good from sight and the worst when she opened her mouth.Moral of the story is they look sweet but these hoes sour bruh.
22076,22543,3,0,3,0,1,"This is my ""sup bitches"" face http://t.co/mqPqzLgCKf"
8652,8891,3,0,3,0,1,Dat bitch mouth made da honor roll
18420,18829,3,0,3,0,1,RT @__thaRealist: Sum hoes be smoking to look cute bitch u better inhale that shit wasting weed
9491,9751,3,0,2,1,1,"Good day, honkies."
22720,23198,3,0,3,0,1,"When nigga/bitch lose in a fight they favorite line is ""he/she only "" &#128514;"
7606,7821,3,0,3,0,1,All people do in my house is bitch
8732,8976,3,0,3,0,1,Die twice bitch &#8220;@DivaMonRoe2uHoE: Thank you. &#128536; &#8220;@07Cannon: @DivaMonRoe2uHoE you're the filthiest hoe of all time http://t.co/Ju84cIxp7Z&#8221;&#8221;
17502,17900,3,0,3,0,1,RT @Swizzzy: Pussy is pussy asses.. Thats how so many of yalls babys mommas hideous and u hiding her from the twittersphere
12613,12926,3,0,3,0,1,Lol niggas out here saving hoes &#128514;&#128514;
13000,13319,3,0,3,0,1,My brother doesn't know what American horror story is &#128514; bitch you lame ass fuck
1686,1721,3,0,3,0,1,&#8220;@_theGODMOTHER: im more excited about Boosie getting out than Valentines day&#8221;he get Vday pussy allstar weeekend pussy and mardi gras
21867,22334,3,0,3,0,1,They gotta keep the name Raiders tho they better not change it to some hillbilly ass Texas name
20354,20800,3,0,3,0,1,RT @xDSmooth: @1BookieG remember that one bitch ass you ate out last week
11915,12219,3,1,2,0,1,It's 90 degrees and this bitch has a stuffed animal wrapped around her neck #onlyattheducksgame
23860,24357,6,0,6,0,1,"gonna get a tattoo of a teardrop on my dick
cause i murdered that pussy"
7295,7503,3,0,3,0,1,@wiz_khaliefer97 @brandonescaler keep these hoes on yet toes ! Don't tell them nothing &#128514;
7578,7792,3,0,3,0,1,All a nicca need is time .. #BePatient
15356,15719,3,0,3,0,1,"RT @GoatRapLines: When Lil Wayne said ""Even deaf bitches say ""Hi"" to me, she tell a blind bitch and she say ""I gotta see"""" my headphones ju&#8230;"
7514,7728,3,0,3,0,1,Ahhhh but now I'm fuckin all you niqqa's hoes &#128527;&#128076;&#128069;&#128166;
1194,1220,3,0,3,0,1,"&#8220;@CodeineQueeeen: I'm tired of her corny vines, ugly faces, and stupid voices my nigga http://t.co/mstruehtDj&#8221;niggah she's sexy &#128561;"
19239,19667,3,0,3,0,1,"RT @illest_qveen: im sick of bitches , bitching about other bitches &#128530;"
18424,18833,3,0,3,0,1,RT @_allaboutAshley: When will you guys leave that childish pussy alone? Get that sophisticated pussy.
8830,9075,3,0,3,0,1,"Don't worry bout me I got it all arranged bitch. Mind your business, stay in your lane bitch

#vote5sos
#EMABiggestFans1D"
14878,15234,3,0,3,0,1,"RT @DJsir_freshley: &#127919;&#127919;&#127919;RT @GuruJeremy Bitches are only ""moral"" when it comes to sex... when it's convenient for them. Otherwise they hoe th&#8230;"
19652,20089,3,0,2,1,1,RT @mckinley719: Like bitch. You already know the answer. It's all for bri #Duh
2977,3049,3,0,3,0,1,@DatBoyRayT bitch ass nigga Rico &#128530;
17500,17898,3,0,3,0,1,RT @Swizzzy: I know she a hoe if she believe in astrology.. Ima make a sign for that.
6226,6404,3,0,3,0,1,@jay_ibarra95 uhh no bitch I never overplayed itv
23776,24271,3,0,3,0,1,donkey son of a bitch mother fucker
5355,5512,3,0,3,0,1,@_That_Vibe_ bitch I'm Gretchen Weiners I do what I want
5258,5413,3,0,3,0,1,@ZaneIsClasker @garrett_winker no I like pussy why would I be ashamed of that
12107,12416,3,0,3,0,1,Jus need my nig Mack Wilds to win...fk the award tho
19294,19723,3,0,3,0,1,RT @itskingdee: @1inkkofrosess fuck them hoes! I have bigger problems like do you cook at your house lol
20684,21133,3,1,2,0,1,Seriously if you're living at someone's place for free the least you could do is help keep it clean #ratchet #lazy #hoe
1078,1102,3,0,3,0,1,&#8220;@44BINKO: Denzy tryna hoe broski Izzy &#128553;&#8221;&#128514;
2887,2957,3,1,2,0,1,@CommonGayTweets nigga byeeeee lmfao I'll be dammed if a fag stole my girl
2419,2469,3,0,2,1,1,@AlysiaRianH @cambreezy_ don't call my buddy Cambron retarded man smh. Thats rude.
160,162,3,0,3,0,1,"""@KingHendo95: @VonDreaam naw it's my old tape. new cover . my upcoming mixtape is #KingOfTheHill"" Yeah I'm waiting on that hoe Mayne!"
12398,12710,3,0,3,0,1,Life is a bitch.... but I appreciate her mayne.
19785,20225,3,0,3,0,1,RT @odotkay: Mother's Day is n 16 mins. Y'all bitches picked y'all kids up from yo mama house so u can have 24hrs of custody n Instagram p&#8230;
11308,11597,3,0,3,0,1,I'm just sayin. That's my baby &amp; I already told you bitches.. &#128076;
2495,2548,3,0,3,0,1,@AudelDavid_24 RT @ElleSzczepanski: These hoes ain't loyal @Bjames055
20763,21212,6,0,6,0,1,She think she bad but my bitch meaner
9763,10029,3,0,3,0,1,Heard some good news today and all I gotta say is karma is a bitch &#128521;&#128139;&#9996;&#65039;
18721,19136,6,0,6,0,1,RT @carterreynolds: Austin Mahone is making bitches horny right now...
10735,11016,3,0,3,0,1,I love when my mom goes to the grocery store until she gets home and I have to carry it all in. Then it sucks monkey nuts
167,169,3,0,3,0,1,"""@LODYCASH: dry pussy bitches always blame it on the condom&#128514;""&#128079;&#128514;&#128079;&#128514;"
4799,4939,4,0,4,0,1,@SugarShai2 room temp cus i have sensitive bitch teeth. ( ._.)
19588,20023,3,0,3,0,1,"RT @lovexlilyy: don't play games with a girl who can play better, bitch."
1875,1913,3,0,3,0,1,&#8220;@prissyneeer: @WhereYoHussleAt smh they gotta grow up &#128514; at least you know these bitches want to be you &#128524;&#8221; I swear &#9994;
20631,21079,3,0,3,0,1,Say you love that bitch so much I'll kill you right in front of her
20055,20499,4,0,4,0,1,RT @spiffytwiley: @vintage_monroe_ bitch you gorgeous
3692,3799,3,0,3,0,1,@JoseRvmirez I'm a lil nigga?? Wait till you see nigga. You ain't ready. I'm from Chicago boy I ain't no pussy from the burbs. Just wait
16867,17253,3,0,3,0,1,RT @PapasPaid: My tuesday bitch man I aint even hit it yet just finger pop her pussy just to sit and get the kitty wet
11627,11921,3,1,2,0,1,If you body count more then mine you a hoe js.
23490,23981,3,0,3,0,1,Your bitch frontin' that's you! My bitch stuntin' that's me!
24100,24601,3,0,3,0,1,"it might rain today, hmmm.. I don't want to look like a pussy carrying an umbrella around but I also don't want to risk my perm getting wet."
